,agent,avg_reward,std_reward,step,test_id
48,ia2c,-466.99611111111113,495.83554003586147,35280,-1
49,ia2c,-502.69555555555553,493.30519850203876,36000,-1
50,ia2c,-383.9497222222223,458.78718096366805,36720,-1
51,ia2c,-439.1722222222222,462.89308185410925,37440,-1
52,ia2c,-372.59027777777777,410.87552909059747,38160,-1
53,ia2c,-439.81388888888887,467.58508949517403,38880,-1
54,ia2c,-364.6280555555556,412.57645371170935,39600,-1
55,ia2c,-563.0644444444445,589.9912999002822,40320,-1
56,ia2c,-311.18888888888887,384.00950623199844,41040,-1
57,ia2c,-386.9127777777777,446.81967622179604,41760,-1
58,ia2c,-376.3608333333333,444.71941712272053,42480,-1
59,ia2c,-372.12916666666666,437.02415167734796,43200,-1
60,ia2c,-420.9972222222222,446.4395244512788,43920,-1
61,ia2c,-452.5183333333334,531.8445731576305,44640,-1
62,ia2c,-448.4622222222223,477.8963782564347,45360,-1
63,ia2c,-395.97833333333335,428.6336491658375,46080,-1
64,ia2c,-451.72083333333336,478.55652796180846,46800,-1
65,ia2c,-444.8483333333334,494.1984762077997,47520,-1
66,ia2c,-468.0266666666667,550.6452032338468,48240,-1
67,ia2c,-499.1488888888889,514.2903439032264,48960,-1
68,ia2c,-283.4183333333334,360.6282393230212,49680,-1
69,ia2c,-448.9386111111111,541.8676914752693,50400,-1
70,ia2c,-434.7025,499.5442463935113,51120,-1
71,ia2c,-334.61361111111114,409.33732080476926,51840,-1
72,ia2c,-418.32111111111107,464.80181606894314,52560,-1
73,ia2c,-425.3316666666667,457.62349966065625,53280,-1
74,ia2c,-432.3569444444444,488.5293963423936,54000,-1
75,ia2c,-423.6552777777778,489.98235897941674,54720,-1
76,ia2c,-392.8097222222223,469.4019765911736,55440,-1
77,ia2c,-439.4863888888889,488.3204776843265,56160,-1
78,ia2c,-399.99333333333334,457.4955247625684,56880,-1
79,ia2c,-427.3344444444445,469.7959137661353,57600,-1
80,ia2c,-417.6666666666667,475.63763062510793,58320,-1
81,ia2c,-392.6580555555556,438.3632148453523,59040,-1
82,ia2c,-413.2366666666666,478.17699418381335,59760,-1
83,ia2c,-428.9697222222222,455.86495530161676,60480,-1
84,ia2c,-505.7961111111112,541.9349356051157,61200,-1
85,ia2c,-478.6597222222223,559.4798625508544,61920,-1
86,ia2c,-381.2377777777778,422.62832136202604,62640,-1
87,ia2c,-405.18722222222226,477.57856788532195,63360,-1
88,ia2c,-401.90805555555545,446.40661427496946,64080,-1
89,ia2c,-344.0961111111111,428.2181594654618,64800,-1
90,ia2c,-320.77305555555563,425.79475676094,65520,-1
91,ia2c,-355.3152777777778,426.22776656244696,66240,-1
92,ia2c,-324.4313888888889,391.2110878956723,66960,-1
93,ia2c,-355.9608333333333,399.9954636817426,67680,-1
94,ia2c,-425.8908333333334,471.02154140923085,68400,-1
95,ia2c,-356.8516666666667,406.33757066084297,69120,-1
96,ia2c,-373.32000000000005,432.3564760446844,69840,-1
97,ia2c,-376.06444444444446,425.6415736041851,70560,-1
98,ia2c,-211.55833333333334,350.7613980685446,71280,-1
99,ia2c,-501.9255555555556,546.8851357280129,72000,-1
100,ia2c,-443.7452777777778,478.30090024183005,72720,-1
101,ia2c,-422.5927777777778,483.61272769881066,73440,-1
102,ia2c,-398.4533333333334,439.32657422721684,74160,-1
103,ia2c,-433.7088888888889,459.6888223194383,74880,-1
104,ia2c,-506.57666666666677,541.9759016885447,75600,-1
105,ia2c,-459.85833333333335,506.3222531566894,76320,-1
106,ia2c,-418.5741666666667,463.2163424834556,77040,-1
107,ia2c,-407.0394444444445,481.02929178507094,77760,-1
108,ia2c,-271.59166666666664,350.2751861632032,78480,-1
109,ia2c,-458.7999999999999,480.18152979425975,79200,-1
110,ia2c,-380.74555555555554,427.4673674773605,79920,-1
111,ia2c,-352.94305555555553,427.2771067164691,80640,-1
112,ia2c,-450.5883333333333,507.7047679699734,81360,-1
113,ia2c,-416.47638888888895,469.0750333229854,82080,-1
114,ia2c,-404.99083333333334,461.3086657354693,82800,-1
115,ia2c,-328.9713888888889,342.24248975326753,83520,-1
116,ia2c,-422.3727777777778,456.46509241373974,84240,-1
117,ia2c,-379.3988888888889,436.7294886093538,84960,-1
118,ia2c,-336.23055555555555,400.3129586262926,85680,-1
119,ia2c,-368.47722222222217,485.54373156179315,86400,-1
120,ia2c,-241.2938888888889,315.0287596507639,87120,-1
121,ia2c,-440.93222222222226,455.48675998022594,87840,-1
122,ia2c,-359.33194444444445,449.0667998831914,88560,-1
123,ia2c,-286.87944444444446,364.38576508926826,89280,-1
124,ia2c,-400.7611111111111,448.1886037012257,90000,-1
125,ia2c,-438.6672222222223,510.979546375886,90720,-1
126,ia2c,-410.92861111111114,441.9987435417836,91440,-1
127,ia2c,-387.77277777777783,434.9604387285706,92160,-1
128,ia2c,-395.9105555555556,534.5748579735762,92880,-1
129,ia2c,-435.48555555555555,477.21797350456376,93600,-1
130,ia2c,-489.27222222222224,505.6960172821828,94320,-1
131,ia2c,-424.1741666666667,494.3021163995592,95040,-1
132,ia2c,-410.26472222222225,468.0248937822889,95760,-1
133,ia2c,-364.46555555555557,438.9647786835424,96480,-1
134,ia2c,-461.31472222222226,499.07725476893916,97200,-1
135,ia2c,-471.1819444444445,490.8319825183418,97920,-1
136,ia2c,-403.8025,432.4044798107632,98640,-1
137,ia2c,-424.21361111111116,453.36708806105446,99360,-1
138,ia2c,-412.093888888889,448.9640722651163,100080,-1
